Sl.No,Ass.No,Name ,Author,Column2,Subject,Material,lang,Size,No.of F,N.of/pg,l/line,extent,condetions,info,,
7047,2105,??? ??????? ????? ??? – ???,,Bharata chakreshana nompi kath – jaina,Kathe,PL,Knn,25x5,1&13,7,40,Inc,G/O,,,
7048,2106,????? ?????? - ???,,Vaidya samgraha - jaina,Vaidya,PL,Knn,12x3,7&214,8,25,Inc,O/D/W,,,
7049,2107/1,????????????? ????????? - ???,,Siddhaparameshthi vyakhyana - jaina,Siddanta,PL,Knn,41x3,20&38,5,60,Inc,O/D,,,
7050,2107/2,????? ????? - ???,,Bhakti lakshana - jaina,Siddanta,PL,Knn,41x3,14&19,5,60,Inc,O/D/W,,,
7051,2108,???? ???????? - ???,?????,Yavagi shastram - jaina,Vaidya,PL,Knn,21x4.5,1&65,7,35,Inc,O/D,"zÁ¤: ²æÃªÀÄw ¯ÁªÀtå¥ÀæPÁ±ï §¯Áè¼ï, ªÀÄÆqÀ©zÉæ",,
7052,2109/1,??????????? - ???,,Nadipariksh - jaina,Vaidya,PL,Knn,36x4,1&13,7,70,C,O,,,
7053,2109/2,?????? - ???,,Gunapatha - jaina,Vaidya,PL,Knn,36x4,14&40,7,35,Inc,O/D,,,
7054,2110,????????????????? - ???,???????,Dvadashanupreksh - jaina,Siddanta,PL,Knn,24x4.5,37,6,35,Inc,G,,,
7055,2111,??????????? - ???,,Balachikits - jaina,Vaidya,PL,Knn,21x3,19,5,30,Inc,O,,,
7056,2112,??????????????,???????,Namalinganushasana,Nighantu,PL,Knn,25x4,1&144,9,40,Inc,O/D,,,
7057,2113,??????????? ???????? – ???,,Panchaparameshthi vyakhya – jaina,Puraana,PL,Knn,43x5,14&29,7,65,Inc,O/D/W,,,
7058,2114,??????,,Yogashataka,Niti shataka,PL,Knn,,1&73,4,40,Inc,O/D/W,,,
7059,2115/1,??????????? - ???,????,Balachikits - jaina,Vaidya,PL,Knn,19x4.5,1&39,8,25,C,O,,,
7060,2115/2,?????????? - ???????? - ???,????????,Vaidyagrantha - netraroga - jaina,Vaidya,PL,Knn,19x4.5,39&52,8,25,C,O,,,
7061,2115/3,???? ????? ?? - ???,,Gauli bidda fala - jaina,Jyotisha,PL,Knn,19x4.5,53&56,8,25,Inc,O,,,
7062,2116,??????????? - ???,,Vaidyasangraha - jaina,Vaidya,PL,Knn,21x4,6,6,35,Inc,O/D,,,
7063,2117,???????? ????? - ???,,Saptabhamgi nyaya - jaina,Siddanta,PL,Knn,30x5,95&133,9,50,Inc,O,,,
7064,2118,???????? ????? - ???,,Siddhamta lakshana - jaina,Siddanta,PL,Knn,18x4.5,1&68,6,20,Inc,O,,,
7065,2119,??????????? - ???,,Karmaprakrriti - jaina,Siddanta,PL,Knn,18x5,3&10,8,60,Inc,O/D,,,
7066,2120,??????????? ???????? - ???,,Pamchaparameshthi vyakhya - jaina,Siddanta,PL,Knn,40x3.5 ,2&148,4,60,Inc,G/O,,,
7067,2121,??????? ???????? - ???,??????,Khagemdra manidarpana - jaina,Vaidya,PL,Knn,24x3,60&154,7,35,Inc,O,,,
7068,2122,?????????? - ???,,Tirthakevali - jaina,Siddanta,PL,Knn,10x5,1&42,9,15,C,G,,,
7069,2123,???? ?????? ????? ??? – ???,,Sarga nivarana nompi kath – jaina,Kathe,PL,Knn,23x5,2&20,8,40,Inc,O,,,
7070,2124/1,?????????? - ???,,Tirthakevali - jaina,Siddanta,PL,Knn,23x5,2&23,9,40,Inc,D/W,,,
7071,2124/2,????? ????? ????? - ???,??????? ?????,Sajjana chitta vallabha - jaina,Kavya,PL,Knn,23x5,33&55,9,40,Inc,O,,,
7072,2125/1,???????? ?????????? – ???,???? ????,Ratnakaramda shravakachara – jaina,Siddanta,PL,Knn,9.5x4,1&45,6,15,C,G,,,
7073,2125/2,???? ???????? ??????? ??????,,Ashta sahasranama stotra samgraha,Stotra,PL,Knn,9.5x4,46&68,6,15,C,G,,,
7074,2125/3,?????????? - ??????,,Kalyanamal - virashaiva,Kavya,PL,Knn,9.5x4,69&75,6,15,C,G,,,
7075,2125/4,???? ??????  – ???,,Arudha charitra  – jaina,Jyotisha,PL,Knn,9.5x4,75&112,6,15,Inc,G/O,,,
7076,2126,??????????????????? – ???,,Parshvajinyantrajaya – jaina,Tantra-mantra-agama,PL,Knn,28x5.5,32,6,35,Inc,O/D/W,,,
7077,2127/1,????? ????? - ???,,Purusha lakshana - jaina,Vaidya,PL,Knn,21x4,1&15,6,30,Inc,O/D,,,
7078,2127/2,?????????? - ???,,Vaidyagramtha - jaina,Vaidya,PL,Knn,21x4,21&50,6,30,C,O/D,,,
7079,2128,???????? ?????? – ???,,Dashakutadi samgraha – jaina,Jyotisha,PL,Knn,24x5,1&31,10,50,Inc,G/O,,,
7080,2129,???? ??????  – ???,,Puja samgraha  – jaina,Pooja,PL,Knn,45x6,1&47,7,80,C,G,,,
7081,2130,????????? - ???,????????,Jivasambhodhana - jaina,Kavya,PL,Knn,30x4,1&34,6,45,Inc,O/D/W,,,
7082,2131/1,???????? ??????,,Sahasranama samgraha,Stotra,PL,Knn,13x4,1&23,9,20,C,G,,,
7083,2131/2,?????? ????? ????  – ???,,Churnasa nompi krama  – jaina,Kathe,PL,Knn,13x4,24&27,9,20,C,G,,,
7084,2131/3,???????? ????? ??? – ???,,Shrutajanada nompi kath – jaina,Kathe,PL,Knn,13x4,28&34,9,20,C,G,,,
7085,2131/4,??????? ?? - ???,,Karmadahana japa - jaina,Siddanta,PL,Knn,13x4,35&43,9,20,C,G/O,,,
7086,2131/5,????????????? ????? ??  – ???,,Jinagunasampatti nompi japa  – jaina,Kathe,PL,Knn,13x4,44&55,9,20,C,G,,,
7087,2131/6,?????????? ????? ??? – ???,,Dashalakshanika nompi kath – jaina,Kathe,PL,Knn,13x4,56&60,9,20,C,G,,,
7088,2132,?????? ?????,,Shariraka sutra,Vaidya,PL,Knn,22x5,33,10,40,Inc,O/D/W,,,
7089,2133,????????????? - ???,,Ganadivarganadi - jaina,Vaidya,PL,Knn,23x4,78&113,7,38,Inc,O,°¦PÁgÀ: CAiÀÄAªÀÄ,,
7090,2134,???????? ?????,,Tirthamkara kevali,Kavya,PL,Knn,12x3,1&48,5,18,Inc,O,,,
7091,2135,?????? ?????????,,Sukti muktavali,Kavya,PL,Knn,26x4,1&11,7,60,C,O/D,,,
7092,2136,????????????,?????,Vrrittaratnakara,Chandassu,PL,Knn,22x4,1&120,9,40,Inc,O/D/W,,,
7093,2137,???? ???????? – ???,,Shakuna shastram – jaina,Jyotisha,PL,Knn,12x3.5,2&91,8,35,Inc,O/D,,,
7094,2138,????? ??? ???????? - ???,,Shukra yoga ratnavali - jaina,Vaidya,PL,Knn,25x4,2&62,7,40,Inc,O/D/W,,,
7095,2139,?????? ???? - ???,,Kalyana karaka - jaina,Vaidya,PL,Knn,33x4,1&23,5,50,Inc,G,,,
7096,2140,????????? - ???,,Garbhavatarana - jaina,Kavya,PL,Knn,13x4,1&22,8,15,Inc,G,,,
7097,2141,??????? ??,,Nakshatra fala,Jyotisha,PL,Knn,27x4,1&32,6,40,C,O/D,,,
7098,2142/1,???? ?????? ????? ??? – ??? ,,Sarga nivarana nompi kath – jaina,Kathe,PL,Knn,39x1,1,7,40,Inc,O,,,
7099,2142/2,?????? - ???,,Gunapatha - jaina,Vaidya,PL,Knn,23x4,23,7,45,Inc,O/D/W,,,
7100,2143,????? ?????? - ???,,Vaidya samgraha - jaina,Vaidya,PL,Knn,22x3,1&18,6,25,Inc,O,,,
7101,2144,???? ????? ????? ??? – ??? ,,Chamdana shashthi nompi kath – jaina,Kathe,PL,Knn,23x5,1&6,7,40,Inc,O,,,
7102,2145,????????? ??????,,Shrinivasa prashna,Jyotisha,PL,Knn,10x3.5,1&32,5,12,C,G,,,
7103,2146,????? ????? ????,,Punya ghalig vivara,Jyotisha,PL,Knn,24x5,1&44,7,35,Inc,O,,,
7104,2147,????? ?????? ???? - ???,,Vaidya pratima puja - jaina,Vaidya,PL,Knn,30x5,1&17,12,65,Inc,O/D,,,
7105,2148,????? ?????? - ???,,Vaidya samgraha - jaina,Vaidya,PL,Knn,26x3,26,5,45,Inc,O/D,,,
7106,2149,??????? ??????,,Stotra samgraha,Stotra,PL,Knn,27x3,1&30,3,35,Inc,O,,,
7107,2150,?? ????????,,Fala chimtamani,Jyotisha,PL,Knn,25x5,6,6,40,Inc,O/D,,,
7108,2151,???????????? - ??? (????????),,Ashvashastram - jaina (pashuvaidya),Vaidya,PL,Knn,21x4,11,9,50,Inc,O/D,,,
7109,2152,??????????? ???? – ???,,Pamchaparameshthi puja – jaina,Pooja,PL,Knn,34x3.5,29,4,45,Inc,O,,,
7110,2153,???? ??,,Shakuna fala,Jyotisha,PL,Knn,13x5,1&30,12,25,C,G,,,
7111,2154,???????????? - ???,,Shatashlokavaidya - jaina,Vaidya,PL,Knn,22x4.5,1&12,6,35,Inc,G/O,,,
7112,2155,??????? ????,,Jinamuni tanay,Haadu,PL,Knn,24.5x5,1&11,7,40,Inc,G,,,
7113,2156,??????? ????? ??? – ??? ,,Dipavali nompi kath – jaina,Kathe,PL,Knn,18x5,1&14,6,30,C,G,,,
7114,2157,???????? ?????? - ???,,Chikitsa samgraha - jaina,Vaidya,PL,Knn,24x4,2&13,8,40,Inc,O,,,
7115,2158,??????? ??,,Samvatsara fala,Jyotisha,PL,Knn,21x3,5,4,30,Inc,O,,,
7116,2159,????????,,Asanayamtra,Tantra-mantra-agama,PL,Knn,13.5x5,17,8,20,Inc,O/D,,,
7117,2160,???????,,Mahabharata,Kavya,PL,Knn,50x6,1&213,8,80,C,O,,,
7118,2161,??????,?????????????,Ramayana,Kavya, PL,Knn,50x5,1&224,10,90,C,O/D,"°¦PÁgÀ: ®PÀëÄªÀÄå zÁ¤: JA.JA. ¥Àæ¨sÁPÀgÀ PÁgÀAvÀ, ºÉÆ¸ÀPÉÆ¥Àà",,
7119,2162,???????,??????????,Mahabharata,Kavya,PL,Knn,50x5,2&230,9,80,Inc,O/D,"zÁ¤: JA.JA. ¥Àæ¨sÁPÀgÀPÁgÀAvÀ, ºÉÆ¸ÀPÉÆ¥Àà",,
7120,2163,???????,???????? ??????? ???????????,Mahabharata,Kavya,PL,Knn,37x5,1&270,10,60,C,O,“,,
7121,2164,???????,??????????,Mahabharata,Kavya,PL,Knn,49.5x5.5,1&186,11,100,Inc,O/D,“,,
7122,2165,??????,????????????,Bhagavatam,Puraana,PL,Knn,47x5,1&294,11,75,Inc,O/D,"zÁ¤: JA.JA. ¥Àæ¨sÁPÀgÀPÁgÀAvÀ, ºÉÆ¸ÀPÉÆ¥Àà",,
7123,2166,???????,??????????,Mahabharata,Kavya,PL,Knn,50x6,1&224,11,100,Inc,O/D/W,“,,
7124,2167,???????,??????????,Mahabharata,Kavya,PL,Knn,33x5.5,137&189,9,80,Inc,D/W,,,
7125,2168,?????? ,?????????????,Ramayana,Kavya,PL,Knn,51x5,1&255,8,85,C,O/D,"°¦PÁgÀ: ¥ÀÄlÖ ¥ÀæªÀiÁw ¸ÀA. ªÀiÁUÀğ²gÀ §. 8, UÀÄgÀÄªÁgÀ",,
7126,2169,??????? ?????? – ???,,Subhashita samgraha – jaina,Niti shataka,PL,Knn,,1&28,6,30,Inc,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7127,2170/1,????????????????? ??????ö???? – ??????,,Kalamrrityutamtrakala ratraöyagama – virashaiva,Tantra-mantra-agama,PL,Knn,20x3,1&15,7,30,Inc,O/D/W,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7128,2170/2,???????? ????? – ??????,,Digbandhana mamtra – virashaiva,Tantra-mantra-agama,PL,Knn,20x3,9&23,7,30,Inc,O/D,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7129,2170/3,??????? ?????? ????? – ??????,,Virabhadra badabanala mamtra – virashaiva,Tantra-mantra-agama,PL,Knn,20x3,1&10,7,30,Inc,O/D,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7130,2171,?????? ????????,,Navagraha chimtamani,Jyotisha,PL,Knn,23.5x4.5,1&97,7,15,C,O,zÁ¤:  gÀªÉÄÃ±ï ©.J¸ï. ¹PÀAzÀgÁ¨Ázï,,
7131,2172/1,??????? ????????? ?????,,Pamchamukhi hanumanmaha mamtra,Tantra-mantra-agama,PL,Knn,18x3.5,1&24,6,25,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7132,2172/2,?????????,,Shaktipuja,Pooja,PL,Knn,18x3.5,24&28,6,25,C,G,,,
7133,2172/3,???Ã???? ???????,,Shanaiãshvara stotra,Stotra,PL,Knn,18x3.5,28&36,6,25,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7134,2172/4,?????????,,Garudamamtra,Tantra-mantra-agama,PL,Knn,18x3.5,37&41,6,25,C,G,,,
7135,2172/5,???????????? ?????,,Ashtadigbamdhana mamtra,Tantra-mantra-agama,PL,Knn,18x3.5,1&22,6,25,Inc,O,,,
7136,2180,???? ????? ?? ???? ,-,Gauli bidda fala shakuna,Jyotisha,PL,Knn,23X4,1&16,6,30,C,G,,,
7137,2181,??????????????? ,-,Shivasahasranamavali,Stotra,PL,Knn,15.5X5,30 Leaf,6,15,Inc,O,¨sÁµÉ: ¸ÀA¸ÀÌøvÀÀ,,
7138,2182,??????????? ??????????? ,-,Balagrahakk billishamti,Vaidya,PL,Knn,18X3.5,16 Leaf,5,25,Inc,D,,,
7139,2183,?????,-,Bhagavata,Purana- Kavya,PL,Knn,49X5.5,1&70,11,100,Inc,O/D/W,,,
7140,2184,"????, ???, ??????? ?? ",-,"Tithi, vara, nakshatra fala",Jyotisha,PL,Knn,38X5,1&55,7,80,Inc,G,(«ÃgÀ±ÉÊªÀ) ²æÃ.PÉ.Dgï. ¥ÀArvÁgÁzsÀå,,
7141,2185,????? ???? - ???????- ?????? ,-,Kabaliya shakuna - betgara- shakunafala,Jyotisha,PL,Knn,38X5,1&56,10,70,C,G,,,
7142,2186,??????? ??????,???????????,Ekottara shatasthala,Vacana - Veerashaiva,PL,Knn,35X5.5,1&141,14,100,C,G/O/D,,,
7143,2187,??????? ????? ,?????????,Rajashekhara vilasa,Kavya- Veerashaiva,PL,Knn,50X5,1&82,8,120,C,G,±ÀPÀ ªÀgÀÄµÀ&1763(E¸À« 1841) ±ÁªÀğj ¸ÀAªÀvÀìgÀzÀ ±ÁæªÀt § 14 UÀÄgÀÄªÁgÀ °¦PÁgÀ ±ÉlÖgÀ §¸À¥Àà ,,
7144,2188/1,?????? ??? ,-,Somanatha shataka,Shataka,PL,Knn,30X5,1&9,10,75,C,G/O,,,
7145,2188/2,???? ???? ?????? ,-,Kadamba niti malik,Subhashita Niti,PL,Knn,30X5,1&11,10,75,C,G,,,
7146,2188/3,?????????? ???,-,Praudhavatiya kath,Subhashita,PL,Knn,30X5,1&12,10,75,C,G,,,
7147,2188/4,?????? ??? ,????????????,Svetana kath,Kavya -Veerashaiva,PL,Knn,30X5,12&41,10,75,C,G,,,
7148,2188/5,?????- ??????? ,??????????,Airavata- mahabharata,Kavya,PL,Knn,30X5,1&14,10,75,Inc,G,D¢ ¥ÀªÀğzÀ°è LgÁªÀvÀ ¥Àæ¸ÀAUÀ,,
7149,2189/1,?????????? ???? ,?????????,Mamtragopya tiku,Kavya-Veerashaiva,PL,Knn,44X6,1&18,10,75,C,G,,,
7150,2189/2,?????????????????? ???????,-,Vrrishabheshvarashtottara stotra,Veerashaiva,PL,Knn,44X6,1&2,10,75,Inc,G,,,
7151,2190,?????? ?????? - ??????? ,-,Airavakada prasamga - mahabharata,Yakshagana,PL,Knn,37X5,1&46,7,60,Inc,O/D,¥ÀvÀæUÀ¼ÀÄ £ÀµÀÖªÁVzÉ.,,
7152,2191/1,?????? ????? - ?????? ??????,-,Diksha mukhara - diksha pradhana,Vrata,PL,Knn,26X4.5,1&7&1,13,55,C,G,,,
7153,2191/1,???? ?????- ??? (??????),-,Shri rudra- chamaka (virashaiva),Mantra-Sangraha ,PL,Knn,26X4.5,21&28,13,55,C,G,"¨sÁµÉ: ¸ÀA¸ÀÌøvÀÀ, ZÀªÀÄPÀ¢AzÀ PÀÆrzÉ",,
7154,2191/11,????????? (??????),-,Limgasukta (virashaiva),Mantra-Sangraha,PL,Knn,26X4.5,29&31,13,55,C,G,ªÀÄAUÀ¼ÁµÀÖPÀ ¸ÀªÉÄÃvÀ,,
7155,2191/12,?????????? (??????),-,Purushasukta (virashaiva),Mantra-Sangraha,PL,Knn,26X4.5,31&43,13,55,C,G,,,
7156,2191/13,?????? ????? (??????)  ,-,Navalimga sukta (virashaiva)  ,Mantra-Sangraha,PL,Knn,26X4.5,44&46,13,55,C,G,,,
7157,2191/14,?????????? ,-,Shivastotra,Stotra,PL,Knn,26X4.5,46&50,13,55,C,G,,,
7158,2191/15,??????????? ??????? (??????) ,-,Samadhikriya uddharan (virashaiva),Agama,PL,Knn,26X4.5,51&56,13,55,C,G,,,
7159,2191/16,?????? ??????? (??????),-,Grahafala ityadi (virashaiva),Jyotisha,PL,Knn,26X4.5,57&95,13,55,C,G,ªÁ¸ÀÄÛ ®PÀët,,
7160,2191/2,??? ????? (??????),-,Rrishi pamchami (virashaiva),Vrata,PL,Knn,26X4.5,7&1&9,13,55,C,G,,,
7161,2191/3,?????????? ???? (??????),-,Vighneshvara vrata (virashaiva),Vrata,PL,Knn,26X4.5,9&11,13,55,C,G, ,,
7162,2191/4,????? ?????? ?? ,-,Amgula malika japa,Veerashaiva,PL,Knn,26X4.5,11&1&12,13,55,C,G,,,
7163,2191/5,???????? ???? (??????),-,Navaratri kalpa (virashaiva),Vrata,PL,Knn,26X4.5,12&,13,55,C,G,,,
7164,2191/6,????????? ???? (??????),-,Shivaratr puj (virashaiva),Vrata,PL,Knn,26X4.5,13&1&14,13,55,C,G,,,
7165,2191/7,????????? ??????? (??????),-,Chamdragarbha prashn (virashaiva),Jyotisha,PL,Knn,26X4.5,14&1&,13,55,C,G,,,
7166,2191/8,???? ??????? (??????), -,Shabda ratnakara (virashaiva),Nighantu,PL,Knn,26X4.5,15&17,13,55,C,G,,,
7167,2191/9,????????? ????? ,-,Prasthavada gramtha,Veerashaiva,PL,Knn,26X4.5,18&20,13,55,C,G,,,
7168,2192,????????? ????? ????? (??????) ,???????? ????,Bhikshatan charit satiku (virashaiva),Kavya,PL,Knn,26X4.5,1&91,5,50,Inc,G,,,
7169,2193,?????? ???????? (??????),??????????,Prasada chimtamani (virashaiva),Kavya,PL,Knn,26X5,1&50,8,45,Inc,O,1 &2 CzsÁåAiÀÄ ªÀiÁvÀæ,,
7170,2194,????????? ?????? (??????),?????????????,Virashaivasara samgraha (virashrriva),Siddanta,PL,Knn,19X5,1&83,11,40,C,G,,,
7171,2195,???????? (??????),???????????,Kalajnana (virashaiva),Jyotisha,PL,Knn,24X5,1&42,10,40,C,G,,,
7172,2196,?????? ????? ?????? (??????)  ,-,Virashaiva mamtra samgraha (virashaiva)  ,Mantra-Sangraha,PL,Knn,29X3,1&66,6,70,C,G,,,
7173,2197,?????? ??????? (?????)  (??????),??????,Karnata chamdassu (satiku)  (virashaiva),??????????,PL,Knn,50X5,1&51,11,110,Inc,G,,,
7174,2198,???????? (??????),-,Chimtamani (virashaiva),Jyotisha,PL,Knn,17X5,1&50,9,25,C,G,,,
7175,2199,???????????? (??????),??????? ?????????,Bhavachimtaratna (virashaiva),Kavya,PL,Knn,20X5,1&187,5,25,C,G,,,
7176,2200,?????? ??? (??????),,Shivamahi shataka (virashaiva),???????,PL,Knn,26X5,1&26,12,85,C,G,,,
7177,2201,???????? (??????),????? ???? ??????,Kalajnana (virashaiva),Jyotisha,PL,Knn,22X5,1&15,7,35,Inc,G,±Á° ±ÀPÀ 1753 (1831) 2gÀ £ÁªÀÄ ¸ÀAªÀvÀìgÀ ªÀiÁWÀ §ºÀÄ¼À 13,,
7178,2202,???????? (?????????-??????),-,Lagnakrama (jyotishya-virashaiva),Jyotisha,PL,Knn,26X4.5,106&126,9,50,Inc,G,,,
7179,2203/1,???? ??? (??????),-,Niti shataka (virashaiva),???????,PL,Knn,23X5,1&10,10,60,Inc,D,,,
7180,2203/2,?????????? ???? (??????),-,Namalimganu shasana (virashaiva),Nighantu,PL,Knn,23X5,1&12,10,50,Inc,D,¸ÀéUÀğ ªÀUÁğ¢ ªÀUÀğ,,
7181,2204,???? ??????? ,-,Dhatu rupavali,Vyakarana,PL,Knn,22X6,2&19,10,35,Inc,D,¨sÁµÉ: ¸ÀA¸ÀÌøvÀÀÀ,,
7182,2205,????? ???? (??????),-,Lavakusha kalaga (virashaiva),Yakshagana,PL,Knn,22X5,1&29,10,40,C,O/D,,,
7183,2206,????????? ?????? ,-,Sanatkumara vastu,Vastu,PL,Knn,25X5,1&27,8,50,Inc,O,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7184,2207,???? ?????? ?????? ,??????? ????????,Tarka samgraha dipika,Nyaya,PL,Knn,27X5,2&15,12,60,Inc,O/D,"¨sÁµÉ: ¸ÀA¸ÀÌøvÀ, ºÀ®ªÀÅ ¥ÀvÀæ £ÀµÀÖªÁVzÉ.",,
7185,2208/1,?????????? ???? ,??? ????,Namalimganu shasana,Nighantu,PL,Knn,20X5,1&53,8,40,Inc,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7186,2208/2,???? ??????? ??? (??????) ,-,Shabdha ratnakara kamda (virashaiva),Veerashaiva,PL,Knn,20X5,43 Leaf,8,40,Inc,O/D,,,
7187,2209,???? ?????? ?????? (??????),,Tarka samgraha dipika (virashaiva),Nyaya,PL,Knn,27X5,12&21,11,70,Inc,G/O,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7188,2210,??????? ????? (??????),-,Virabhadra mamtra (virashaiva),Tantra- Mantra,PL,Knn,19X3.5,1&89,5,25,Inc,O/D,PÉÆ£ÉAiÀÄ ¥ÀvÀæUÀ¼ÀÄ £ÀµÀÖªÁVzÉ.,,
7189,2211,???? ??????? ???? ,-,Vali sugriva kalaga,Yakshagana,PL,Knn,17X5,1&85,8,25,Inc,O/D,ºÀ®ªÀÅ ¥ÀvÀæUÀ¼ÀÄ DtğªÁVzÉ. ,,
7190,2212,??????????? (??????),-,Rudrabhisheka (virashaiva),Mantra-Sangraha,PL,Knn,15X5,1&54,8,30,C,G,PÉÆ£ÉAiÀÄ ¥ÀvÀæUÀ¼À°è ¸ÀºÀ¸Àæ£ÁªÀiÁªÀ½ EªÉ.,,
7191,2213,???? ??? ???? (??????),???????? ??????,Svara japada krama (virashaiva),Stotra-Mantra ,PL,Knn,22X5,1&42,7,30,Inc,O/D,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7192,2214/1,??????? ?????? ??????? ,??????????,Nakshatra malika stotra,Stotra,PL,Knn,13X5,1&6,9,20,C,G/O,,,
7193,2214/2,?????? ???? ,-,Shadakshara ragal,Ragale,PL,Knn,13X5,6&1&15,9,20,C,G,,,
7194,2214/3,???????????????? ??????? (??????),-,Navakusumashtottara stotra (virashaiva),Stotra,PL,Knn,13X5,15&20,9,20,C,O,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7195,2214/4,??? (??????),?????? ?????????,Vachana (virashaiva),Vacana,PL,Knn,13X5,1&19,9,20,C,G,,,
7196,2214/5,????? ??? (??????),-,Rudra chamaka (virashaiva),Mantra-Sangraha,PL,Knn,13X5,1&2,9,20,Inc,O,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7197,2215,??? ???????? ,-,Laghu shodanyasa,Mantra-Sangraha,PL,?.?????,22X5,3&23,6,30,Inc,O/D,¥ÀæxÀªÀÄ & PÉÆ£ÉAiÀÄ ¥ÀvÀæUÀ¼ÀÄ £ÀµÀÖªÁVzÉ.,,
7198,2216,??????? ?????? (?????) ,-,Subhashita samgraha (satiku),Niti,PL,Knn,25X3,3&34,5,50,Inc,O/D/W,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7199,2217/1,??????? ??? ,-,Nanartha kosha,Nighantu,PL,Knn,22X4,1&3,8,45,C,G/O,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7200,2217/2,????????? ???????? ??? ,-,Ashtashashthi tirthamgala nama,Nighantu,PL,Knn,22X4,4&34,8,45,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7201,2217/3,?????? ???? ????? ????? ??? ?????? ,-,Bhimasena jambu neral hannu tamda prasamga,Katha,PL,Knn,22X4,35&79,8,45,Inc,O/D,,,
7202,2217/4,?????? ???? (???? ???????),-,Chanakya niti (niti shastra),Niti,PL,Knn,22X4,95&209,8,45,Inc,O/D,,,
7203,2218/1,?? ???????? ,-,Gana sahasranama,Stotra,PL,Knn,10X4.5,1&29,8,20,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7204,2218/2,???? ????? ,-,Shri rudra,Mantra-Sangraha ,PL,Knn,10X4.5,30&46,8,20,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7205,2218/3,????? ????? ,-,Purusha sukta,Mantra-Sangraha,PL,Knn,10X4.5,46&72,8,20,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7206,2218/4,???? ???? (??????),-,Hasta puj (virashaiva),Pooja,PL,Knn,10X4.5,73&79,8,20,C,G,,,
7207,2218/5,?????? ????? ,-,Arghya mamtra,Mantra-Sangraha,PL,Knn,10X4.5,80&87,8,20,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
7208,2219,????? ?????? - ?????? (??????? ?????),-,Mamtra samgraha - virashaiva (virabhadra mamtra),Mantra-Sangraha,PL,Knn,21X4,1&35,8,40,Inc,O,"¨sÁµÉ: ¸ÀA¸ÀÌøvÀ, ªÀÄzsÉå ºÀ®ªÀÅ ¥ÀvÀæUÀ¼ÀÄ £ÀµÀÖªÁVªÉ.",,
7209,2220,????? ,-,Vaidya,Vaidya,PL,Knn,16X3,31 Leaf,5,25,Inc,D,"¥ÁægÀA¨sÀ – CAvÀå«®è, ºÀ®ªÀÅ ¥ÀvÀæUÀ¼ÀÄ £ÀµÀÖªÁVzÉ.",,
7210,2221,???? ????? (??????),-,Avesha mamtra (virashaiva),Tantra-Mantra,PL,Knn,22X3,37 Leaf,3,15,Inc,D/W,,,
7211,2222/1,??????? ??????? (??????),-,Nurmtu kilamgalu (virashaiva),Tantra-Mantra,PL,Knn,21X5,3&6,9,35,Inc,D,,,
7212,2222/2,??????????? ????? (???-??????),-,Samadhikriyada vachya (itara-virashaiva),Tantra-Mantra,PL,Knn,21X5,1&7,9,35,Inc,D,,,
7213,2223,?????? ??? ????? (???-??????),-,Mathasthala dipa vidhana (itara-virashaiva),Tantra-Mantra,PL,Knn,22X5,1&39,8,30,C,G,,,
7214,2224,?????? ???????? (??????),-,Navaratna chimtamani (virashaiva),Jyotisha,PL,Knn,15X3.5,66,4,20,Inc,G,"¥ÀvÀæ ¸ÀASÉå E®è, ¥ÀvÀæUÀ¼ÀÄ £ÀµÀÖªÁVªÉ.",,
7215,2225,??????? ?? ????? (??????),-,Shubhashubha fala lakshana (virashaiva),Jyotisha,PL,Knn,21X3,17 Leaf,6,40,Inc,D,zÁjAiÀÄ ±ÀÄ¨sÀ ®PÀët EvÁå¢,,
7216,2226,????? ?????? (??????),-,Kumara vastu (virashaiva),Vastu,PL,Knn,21X3,25 Leaf,4,50,Inc,D/W,,,
7217,2227,????????,-,Chimtamani,Vastu,PL,Knn,13X4,31 Leaf,5,15,Inc,G,,,
7218,2228,????? ??? (??????),?????? ????????,Imdra kila (virashaiva),Yakshagana,PL,Knn,22X4,2&47,8,40,Inc,O,,,
