SL.No,Ass.No,Subject,Author,Material,Script,Size,No.Folios,Sub,No. of lines in Pages,No.of letter per line ,Extent,Condition,Additional In fo
7292,1977/99," ??????
 ???ti?",,pl,N.Na,38x3,210&215,Shanti,5,65,C   ,O/D,
7293,1978/1,"???? ??????? ?????
???a?a sa?sk?ra vidhi?",,pl,N.Na,25.5x3,1&88, G- Prayoga   ,5,55,Inc,O/D,
7294,1978/2,"??? ??????? ??? ????????
p?ra sa?k??pa g?ra vy?khy?",,pl,N.Na,25.5x3,1&34, G- Prayoga   ,5,55,,,
7295,1979,"????? ?????????
yamun? p?j?vidhi?",,pl,N.Na,31x3.5,40,Pooja,7,65,Inc,O/D,
7296,1979/2,"????? ?????
rudra s?kta",,PL,“,21x5,4 To 1 To 9,Veda - Mantra,10,25,C ,O,
7297,1980,"??????????
d?vat?ma?tra",,pl,N.Na,30x3,21,Veda Mantra,5,45,Inc,O/D,
7298,1981,"??????????????
vi??ust?tra?",,pl,N.Na,19x3,1&27,Stotra,5,25,C   ,G/O,
7299,1982,"???????? 
mah?bh?rata? ",,pl,N.Na,34x4,1&111,Itihasa,10,70,Inc,O/D,"???????&?????????, ??? ??????, ??. ???? ????????, ????????"
7300,1983,"????? ????????
aitar?ya br?hma?a",,pl,N.Na,45x5,1&75,Brahmana,8,90,Inc,O/D,
7301,1984/1,"???? ?????????
v??abha pr?rthan?",,pl,N.Na,29x5,26,Stotra,9,45,Inc,O/D,
7302,1985,"?????????
tarkabh??ya",?????????,pl,N.Na,26x5,1&170,Nyaya,8,60,Inc,O/D,
7303,1986,"?????????????? ????
mithyatv?num?na kha??ana",??A??????,pl,N.Na,32x6,1&17,Nyaya,9,50,C   ,O/D,
7304,1987/1,"??????? ??????????
k?rtika m?h?tmya?",?????,pl,N.Na,26x6,1&29,Mahatme,10,40,C   ,O/D,
7305,1988/1,"????????? ???????? 
puru??rtha sudh?nidhi ",,pl,N.Na,36x5.5,1&48,,9,80,Inc,O/D,
7306,1989,"???????? ?????? ???????? 
siddh??ta kaumudi vy?khy? ",???????,pl,N.Na,39x6,32,Vyakarana,8,65,Inc,O/D,
7307,1990,"???????? ??????? (????? ?????)
ta?tras?ra sa?graha? (ma?d?ra ma?jar?)",?????A???,pl,N.Na,37x5.5,1&17,Tantra,8,60,Inc,O/D,
7308,1991/1,"??????????? ??????
brahmas?tra bh??ya?",???????,pl,N.Na,37x5,1&61,Vedanta,9,75,Inc,O/D,
7309,1992,"??????? ???????? ??????
mah?bh?rata t?tparya nir?aya",??????????,pl,N.Na,49x5,17&32,Dvaita,10,120,Inc,O/D,
7310,1993/1,"?????? ?????
vi??u s?kta",,pl,N.Na,19x505,1&10,Vedamantra Sangraha,8,30,C   ,G,
7311,1994/1,"??????? ????????
?r?ra?ga vy?khy?",??????A??? ?????,pl,N.Na,33x5,1&53,Kavya,6,55,C   ,G,
7312,1995,"??????? ???????? ?????? 
mah?bh?rata t?tparya nir?aya ",?????????,pl,N.Na,33x4,1&290,Dvaita,7,55,C   ,G,
7313,1996,"??????? ???????? ??????
mah?bh?rata t?tparya nir?aya",???,pl,N.Na,49x5.5,1&137,Dvaita,10,100,C   ,G,
7314,1997/1,"??????? ???????? 
?r?ra?ga vy?khy? ",?????????? ?????,pl,N.Na,35x5,1&85,Kavya,8,60,C   ,G,????? ???? ???.
7315,1997/2,"???????? ????????? 
ma?ima?jari vy?khy?na ",???????? ?????,pl,N.Na,35x5,86&115,Kavya,8,60,Inc,G/O,
7316,1998,"???? ????? 
madhva vijaya? ",?????? ??????,pl,N.Na,37x5,1&44,Dvaita,8,70,C   ,G,
7317,1999/1,"???????? ???? 
citras?na k??aga ",-,pl,N.Na,18x5,3&44,Yakshagana,10,25,Inc,O,????? ???????? ??????
7318,1999/2,"????????? ???? 
babruv?hana k??aga ",-,pl,N.Na,18x5,1&43,Yakshagana,10,25,C   ,G,
7319,1999/3,"????????? ???? 
i?drajitu k??aga ",-,pl,N.Na,18x5,1&8,Yakshagana,10,25,C   ,G,
7320,2000,"?????? ????? 
vi??u rahasya ",,pl,N.Na,27.5x4,1&214,Dvaita,8,50,C   ,G,
7321,2001,"????????? ???????
prapa?cas?ra sa?graha?",,pl,GR,47x4,1&171,Tantra,9,70,Inc,G/O,
7322,2002,"?????? ??????????
bh?d?yana g?hyas?tra",??????,pl,GR,37x5,1&49,Gruhya Sutra,10,50,C   ,G,
7323,2003,"??????? ????????
da?ap?r?a m?savidhi?",,pl,GR,35.5x3.5,1&84, G- Prayoga   ,8,45,Inc,O,
7324,2004/1,"???? ???????? ????????
lalita sahasran?ma st?tra?",,pl,GR,35x3,1&13,Stotra,5,45,Inc,G/O,
7325,2004/2,"????? ????????? ??????????
girija a??h?ttara ?atan?m?va?i?",,pl,GR,35x3,1&8,Stotra,5,45,Inc,G,
7326,2004/3,"???? ?????????????
lalita sahasran?m?va?i?",,pl,GR,35x3,1&10,Stotra,5,45,Inc,O/D,
7327,2005/1,"???????? ?????
???rvacana ma?tra",,pl,GR,22x3,1&58,Veda Mantra,5,25,C   ,G,
7328,2005/2,"??????? ?????
sarasvat? s?kta",,pl,GR,22x3,59&104,Vedamantra Sangraha,5,25,C   ,G,
7329,2005/3,"???????? ?????
?at?bhi??ka vidhi?",,pl,GR,22x3,105&120,Veda Mantra,5,25,C   ,G/O,
7330,2006,"??????? ???
dv?da?? h?ma",,pl,GR,18x3.5,1&255, G- Prayoga   ,7,25,C   ,G/O,
7331,2007/1,"??????? ????????
?ivakavaca? st?tra?",,pl,GR,11.5x3,1&18,Stotra,6,15,C   ,G/O,
7332,2007/2,"?????????? ????????
i?dr?k?i st?tra?",,pl,GR,11.5x3,1&2,Stotra,6,15,C   ,G,
7333,2007/3,"???????? ?????
dhanva?tari ma?tra",,pl,GR,11.5x3,1&2,Mantra,6,15,C   ,G,
7334,2007/4,"??????? ?????
n?matraya ma?tra",,pl,GR,11.5x3,1&14,Mantra,6,15,C   ,G,
7335,2008,"??????? ????? ???????
jaiminiya s?tra sa?graha?",,pl,GR,31x3.5,1&122,Veda,6,30,Inc,O/D/W,
7336,2009,"???????
s?mapa?caka",,pl,GR,40x4,1&71,G- Prayoga   ,10,55,C   ,G,
7337,2010/1,"????? ????
ga?apati kalpa",,pl,GR,20x3,1&6,Tantra Mantra,7,25,C   ,G,
7338,2010/2,"??????? ????
sarasvat? kalpa",,pl,GR,20x3,7&10,Tantra Mantra,7,25,C   ,G,
7339,2010/3,"??? ????
?iva kavaca?",,pl,GR,20x3,11&20,Stotra,7,25,C   ,G,
7340,2010/4,"??? ?????
?iva bhuja?ga",,pl,GR,20x3,21&27,Stotra,7,25,C   ,G,
7341,2010/5,"????? ?????? ????????
ak?ara m?lik? st?tra?",,pl,GR,20x3,28&45,Stotra,7,25,C   ,G,
7342,2011,"?????? ???????
sm?ti samuccaya",,pl,GR,23x4.5,1&31,Smriti,13,35,Inc,G,
7343,2012,"??????? ?????????
sa?sk?ta bh???ma?jari",,pl,GR,42x3.5,1&10,Vyakarana,7,40,Inc,O,
7344,2013,"????????????????
?ivasahasran?m?va?i?",,pl,GR,31x3,1&56,Stotra,6,30,C   ,G,
7345,2014,"????? ????? ???????
agni h?tra pra?n?",,pl,GR,38x6.5,1&45,Jautisha,11,45,C   ,G,
7346,2015,"?????? ???? ???????
pur??a? ch?y? viv?cane",,pl,GR,36x3,1&25,General,5,30,C   ,O,
7347,2016,"???????? ????????
pait?m?dhaka vy?khy?",,pl,GR,40x3.5,15,Gruhya- Prayoga ,5,35,Inc,O,
7348,2017/1,"??????????? ????????
subrahma?ya sahasran?ma",,pl,GR,40x4,1&9,Stotra,8,50,C   ,G,
7349,2017/2,"??????????? 
prati??khy? ",,pl,GR,20x3,1&15,Veda,8,50,C   ,G/O,
7350,2018,"????????????
pr?ti??khy?",,pl,GR,20.5x4.5,1&65,Veda,8,20,Inc,O,
7351,2019,"?????????? ??????
agnih?tra rak?a??",???????? ????????,pl,GR,24.5x4.5,1&75,General,11,40,Inc,G,
7352,2020,"???????????? ??????
pr?ya?citta vidh?na?",,pl,GR,37x5,1&59,Gruhya- Prayoga ,13,45,C   ,O,
7353,2021,"??????????
sva?tama?tra",,pl,GR,28.5x4,1&29,Veda,8,35,C   ,G,
7354,2022,"???????? ?????
agnid?va ma?tra",,pl,GR,26.5x3,14,Veda Mantra,5,25,Inc,O,
7355,2023,"???????????? ??????
pr?ya?citta vidh?na?",,pl,GR,45x6,1&62,Jautisha,6,65,Inc,G,
7356,2024,"???????? ?????
?aktim?la ma?tra",,pl,GR,38x3,130,Tantra Mantra,6,60,Inc,O,
7357,2025,"??????? ?????
pa?cagavya vidhi?",,pl,GR,37x3,1&6,Gruhya- Prayoga ,6,35,Inc,O,
7358,2026/1,"?????? ??????
?gv?da sa?hit?",,pl,GR,20.5x3.5,1&40,Veda Samhita,7,20,Inc,O/D,
7359,2026/2,"??????? ?????????? ?????? ?????
?pasta?bha g?hyap?rva kapardi k?rika",,pl,GR,20.5x3.5,1&23,Gruhya- Prayoga ,7,20,Inc,O/D/W,
7360,2027,"??????? ??? ?????
sa?vatsara j?ta s?u?a",,pl,GR,15x3,26,Jautisha,6,20,Inc,O,
7361,2028/1,"????????? ???? 
dharma??sta kavaca? ",,pl,GR,22.5x3.5,1&4,Stotra,8,25,C   ,G,
7362,2028/2 ,"??????????? ?????
?ivasahasran?ma vidhi?",,pl,GR,22.5x3.5,25,Stotra,8,25,C   ,G,
7363,2029,"??????????
dv?da??khya",,pl,GR,26.5x5,7,Jautisha,9,30,Inc,O,
7364,2030,"?????????? ???????
agnist?ma pray?ga?",,pl,GR,18.5x3.5,1&52,Gruhya- Prayoga ,8,30,C   ,G/O/O?,
7365,2031/1,"??????????? ????????
subrahma?ya sahasran?ma",,pl,GR,19.5x3,1&17,Stotra,8,30,C   ,G,
7366,2031/2,"??????????? ?????
subrahma?ya ma?tra",,pl,GR,19.5x3,1&12,Mantra Tantra,8,30,C   ,G,
7367,2032,"??? ????
janana patra",,pl,GR,35x3,1&30,Jautisha,4,35,C   ,G,
7368,2033,"???????????
pr?ti??khya",,pl,GR,35x3,19,Veda Samhita,5,40,Inc,G/O,
7369,2034,"??? ???????
apara pray?ga?",??????,pl,GR,24x4,71, G- Prayoga   ,6,35,Inc,O,
7370,2035/1,"????? ?????
i?dra ma?tra",,pl,GR,18.5x4,1&12,Veda Mantra,9,25,Inc,G,
7371,2035/2,"??? ?????
s?ma ma?tra",,pl,GR,19.5x3,13&33,Vedamantra Sangraha,8,30,C   ,G/O,
7372,2036,"???????? ?????????
praj?pati yajñama?tra",,pl,GR,36x4.5,1&60,Veda Mantra,11,60,C   ,O,
7373,2037,"??????? ??? ????????
da?ap?r?a m?sa vy?khy?",,pl,GR,48x4.5,1&92, G- Prayoga   ,14,70,Inc,G,
7374,2038/1,"???????? ????? 
var?akrama lak?a?a ",,pl,GR,13x4,1&29,Vedanga ,7,15,C   ,G,
7375,2038/10,"????? ???????? ?????
sa?t?na param??vara ma?tra",,pl,GR,13x4,104&106,Mantra,7,15,C   ,G,
7376,2038/11,"??? ???? ?????
?ikha v?hana ma?tra",,pl,GR,13x4,107&109,Mantra,7,15,C   ,G,
7377,2038/12,"??? ????? ?????
madana g?p?la ma?tra",,pl,GR,13x4,110&114, Mantra,7,15,C   ,G,
7378,2038/13,"??? ??????? ???? ????? 
m?dha dak?i?? meke ma?tra ",,pl,GR,13x4,115&119,Mantra,7,15,C   ,G,
7379,2038/14,"??????? ?????
pit?m?dha vidhi?",,pl,GR,13x4,120&127,Mantra,7,15,C   ,G,
7380,2038/15,"??????? ?????? ????????
lak?m? n?si?ha st?tra?",,pl,GR,13x4,1&4,Stotra,7,15,C   ,G,
7381,2038/16,"??????? ????????
lak?m? st?tra?",,pl,GR,13x4,1&5,Stotra,7,15,C   ,G,
7382,2038/17,"??????? ??????? ????????
a?vattha lak?m? st?tra?",,pl,GR,13x4,1&10,Stotra,7,15,C   ,G,
7383,2038/18,"??????? ????? ??????? ????????
lak?m? r?vat? var?am?la st?tra?",,pl,GR,13x4,1&4,Stotra,7,15,C   ,G,
7384,2038/19,"???????? ????????
r?maca?dra st?tra?",,pl,GR,13x4,1&2,Mantra,7,15,C   ,G,
7385,2038/2,"??? ???? ???????
sarapa b?li pray?ga?",,pl,GR,13x4,1&29, G- Prayoga   ,7,15,C   ,G,
7386,2038/20,"???????? ?????
apaddh?ra?a ma?tra",,pl,GR,13x4,1&8,Mantra,7,15,C   ,G/O,
7387,2038/3,"????????? ????? 
yajñ?pav?ta vidhi? ",,pl,GR,13x4,39&44, G- Prayoga   ,7,15,C   ,G,
7388,2038/4,"????? ????? ???????????? 
agni h?tra pr?ya?citta ",,pl,GR,13x4,45&51, G- Prayoga   ,7,15,C   ,G,
7389,2038/5,"????? ???? 
s?kta vivara ",,pl,GR,13x4,52&70,Vedamantra Sangraha,7,15,C   ,G,
7390,2038/6,"???? ??????
dhvaja ?ik??",,pl,GR,13x4,71&87,Vedanga ,7,15,C   ,G,
7391,2038/7,"????? 
s?tra ",,pl,GR,13x4,88&98,Vedanga ,7,15,C   ,G,
7392,2038/8,"?? ????? ?????
khaga m?nya ma?tra",,pl,GR,13x4,99,Veda Mantra,7,15,C   ,G,
7393,2038/9,"??????? ????????? ?????
sva?b?ra pr?ptati ma?tra",,pl,GR,13x4,100&103,Veda Mantra,7,15,C   ,G,
7394,2039,"?????????
?ryama?tra",,pl,GR,24x4,1&10,Veda Mantra,10,35,C   ,G,
7395,2040,"????????????????
?ivasahasran?m?va?i?",,pl,GR,23x4.5,97,Stotra,10,35,Inc,O/D,
7396,2041,"???????????
pr?ti??khya",,pl,GR,21x5,1&91,Vedanga ,12,35,C   ,G,
7397,2042,"??????????
gr?malak?a?a",,pl,GR,13.5x3,1&66,General,6,15,???,???,
7398,2043,"???????????
pr?ti??khya",,pl,GR,24x4,1&32,Veda,9,30,Inc,O,
7399,2044,"????????? ????? ???????
m?ladurg? ma?tra pray?ga?",,pl,GR,37x3,1&14,Tantra Mantra,6,40,???,G,
7400,2045,"????? ??????? ?????
putra sv?k?ra vidhi?",,pl,GR,43x3,1&14,Gruhya- Prayoga ,6,50,Inc,G,
7401,2046,"????? ?????
da?ad?na vidhi?",,pl,GR,18.5x4.5,1&7,Gruhya- Stotra,9,25,???,O,
7402,2047,"??? ???????????? ?????
d?va prati??h?pan? vidhi?",,pl,GR,17x4.5,9,Tantragama,8,25,???,???,
7403,2048,"???? ?????? 
v?mana pur??a? ",?????,pl,GR,49x4,1&128,Purana,6,65,C   ,O,???? ??????
7404,2049,"???? ?????? 
v?mana pur??a? ",?????,pl,GR,48x4,112,Purana,6,70,Inc,D,
7405,2050,"?????? ???? ?????
ca??ik? p?j? vidhi?",-,pl,GR,18x5,125,Pooja,11,35,Inc,O/D,???? ??????? ??????????
7406,2051,"???????
r?m?ya?a?",????????,pl,TU,22x5,3&136,Itihasa,13,30,Inc,G,"??. ???? ????????, ????????"
7407,2052/1,"??????? ??????????
k?rtika m?h?tmya?",?????,pl,TU,27x5,1&33, G- Prayoga   ,10,35,Inc,O,""""
7408,2052/2,"???????????? ??? 
pr?ya?citta h?ma ",,pl,TU,27x5,1&32, G- Prayoga   ,10,35,Inc,O/D,""""
7409,2052/3,"?? ??? ????? ????? 
?pa h?ma arcana vidhi? ",?????,pl,TU,27x5,1&33,Gruhya- Prayoga ,10,35,Inc,O,""""
7410,2053,"?????????????
dharmaprav?tti",?????? ???????,pl,TU,45x5,1&70, G- Prayoga   ,11,85,C   ,G,""""
7411,2054,"???????????? ????????
vidy?m?dhav?ya vy?khy?",,pl,TU,20x4,1&59,Jautisha,11,35,Inc,G/O,""""
7412,2055/1,"????????? ???????
p?rv????a pray?ga?",,pl,TU,40x5,1&74, G- Prayoga   ,7,50,C   ,G,""""
7413,2055/2,"???? ???? ???????
apar? ???a?a pray?ga?",,pl,TU,40x5,76&120, G- Prayoga   ,7,50,C   ,G,""""
7414,2056/1,"??????????? 
v?yustuti? ",,pl,TU,37x5,1&10,Stotra,6,35,Inc,O/D,""""
7415,2056/10,"???? ????? 
dharma bi?du ",-,pl,TU,37x5,29&32,Stotra,7,35,Inc,O/D,
7416,2056/11,"?????? ??
navagraha japa",-,pl,TU,37x5,34&48,Pooja,7,35,Inc,O/D,
7417,2056/2,"?????? ??????? 
narasi?ha stuti? ",,pl,TU,37x5,11&19,Stotra,6,35,C   ,O/D,""""
7418,2056/3,"??? ??????? 
?iva stuti? ",?????? ???????????,pl,TU,37x5,20&,Stotra,7,35,C   ,O/D,""""
7419,2056/4,"?????? ????? 
n?r?ya?a upad??a ",,pl,TU,37x5,22&25,Stotra,7,35,Inc,O/D,??????????
7420,2056/5,"??? ????????
r?ma st?tra?",,pl,TU,37x5,26&29,Stotra,7,35,C   ,O/D, ??????????????
7421,2056/6,"????? ????? ????????
gra?tha m?lika st?tra?",?????????? ???,pl,TU,37x5,28&33,Stotra,7,35,C   ,O/D,
7422,2056/7,"?????? ?????? 
sad?c?ra sm?ti ",??A??????,pl,TU,37x5,1&27,Smriti,7,35,C   ,O/D,
7423,2056/8,"??????????? 
m?ty???haka? ",-,pl,TU,37x5,27&27&1,Stotra,7,35,C   ,G/O,
7424,2056/9,"????? ????????
k???a st?tra?",-,pl,TU,37x5,27&1&28,Stotra,7,35,C   ,O/D,
7425,2057,"?????? 
bh?gavata? ",?????,pl,TU,50x5,1&275,Purana,10,60,Inc,G/O,"?&?? ?????, ? ?????? ??. ???? ????????, ????????"
7426,2058,"?????? 
bh?gavata? ",?????,pl,TU,51x5,1&127,Purana,12,85,Inc,D,"?? ?????, ????? ??????? ??????????."
7427,2059,"??????????
pray?gam?l?",,pl,TU,49x5,1&157,Gruhya- Prayoga ,10,70,C   ,G,??? ????????
7428,2060/1,"???????? ???? 
?ivama?tra p?j? ",,pl,TU,21x5,1&7,Shaivagama,9,25,Inc,O/D/W,"??. ???? ????????, ????????"
7429,2060/2,"???? ???? 
ana?ta p?j? ",,pl,TU,21x5,9&16,Pooja,9,25,Inc,O/D/W,???? ???????????.
7430,2060/3,"???? ??? 
ana?ta kath? ",,pl,TU,21x5,1&7,Vrata Kata,9,25,Inc,O/D/W,
7431,2060/4,"?????? ???? 
vin?yaka kalpa ",,pl,TU,21x5,39&49,Pooja,9,25,Inc,O/D,
7432,2060/5,"?????????????? ????????
vi??usahasran?ma st?tra?",,pl,TU,21x5,50&64,Stotra,9,25,Inc,O/D/W,
7433,2061,"??????????
garu?apur??a?",,pl,TU,24x5,1&24,Purana,11,40,???,O,"??. ???? ????????, ????????"
7434,2062/1,"???????????? ????
siddhivin?yaka p?j?",,pl,TU,35x5,1&6,Pooja,8,40,C   ,G,???
7435,2062/2,"??????? ????? ????? ??? 
caturth? ca?dra dar?ana d??a ",,pl,TU,35x5,6&1,Shanti,8,40,C   ,G,
7436,2062/3,"????????????
sama?t?pakhy?na?",,pl,TU,35x5,6&1&13,Upakyana,8,40,C   ,G,
7437,2062/4,"???? ???? ???
ana?ta vrata kath?",,pl,TU,35x5,1&6,Vrata Kata,8,40,C   ,G,
7438,2063,"??????????
h?ra??stra",,pl,TU,26.5x4,1&54,Jautisha,6,35,Inc,O/D,
7439,2064/1,"???? ???? ??? ????????
ana?ta vrata kath? vy?khy?",,pl,TU,23.5x5,1&24,Vrata Kata,9,25,Inc,O,
7440,2064/2,"????? ??? ?????
pavam?na havana vidhi?",,pl,TU,22x5,24,Gruhya- Prayoga ,8,25,C   ,O/D,
7441,2065/1,"?????????? ???
brahmac?ri mara?a",,pl,TU,22x5,1&3,Gruhya- Prayoga ,8,25,C   ,G,
7442,2065/10,"????? ??????
s?rya ???ti?",,pl,TU,22x5,32&37,Shanti,8,25,C   ,G,
7443,2065/11,"???????????
ca?dra???ti?",,pl,TU,22x5,36&39,Shanti,8,25,C   ,G,
7444,2065/12,"??? ??????
kuja ???ti?",,pl,TU,22x5,39&1&46,Shanti,8,25,C   ,G,
7445,2065/13,"???? ??????
guru ???ti?",,pl,TU,22x5,46&49,Shanti,8,25,C   ,G,
7446,2065/14,"????? ??????
?ukra ???ti?",,pl,TU,22x5,49&51,Shanti ,8,25,C   ,G,
7447,2065/15," ??????
 ???ti?",,pl,TU,22x5,51&1&55,Shanti,8,25,C   ,G,
7448,2065/16,"???? ??????
r?hu ???ti?",,pl,TU,22x5,55&59,Shanti,8,25,C   ,G,
7449,2065/17,"?????????? ??????
pa?cam?ri??ha ???ti?",,pl,TU,22x5,59&1&62,Shanti,8,25,C   ,G,
7450,2065/18,"??????? ???? ??????? ??????
bh?nuv?ra janma nak?atra ???ti?",,pl,TU,22x5,62&1&63,Shanti,8,25,C   ,G,
7451,2065/19,"?????? ??????????? ??????
kujav?ra janmanak?atra ???ti?",,pl,TU,22x5,62&1&64,Shanti,8,25,C   ,G,
7452,2065/2,"????? ???
s?tika mara?a",,pl,TU,22x5,3&4,Gruhya- Prayoga ,8,25,C   ,G,
7453,2065/20,"?????? ???? ??????? ??????
ma?dav?ra janma nak?atra ???ti?",,pl,TU,22x5,64&1&66,Shanti,8,25,C   ,G,
7454,2065/21,"???????? ??????????? ?????
g?had?vat? sa?pr?k?a?? vidhi?",,pl,TU,22x5,66&74,Mantra Tantra,8,25,C   ,G,
7455,2065/3,"??????? ??? ?????
garbhi?i mara?a vidhi?",,pl,TU,22x5,4&1&6,Gruhya- Prayoga ,8,25,C   ,G,
7456,2065/4,"??????????? ?????
a?ty???ika vidhi?",,pl,TU,22x5,6&17,Gruhya- Prayoga ,8,25,C   ,G,
7457,2065/5,"??????? ???? ?????
dhani??? pa?caka vidhi?",,pl,TU,22x5,17&21,Gruhya- Prayoga ,8,25,C   ,G,
7458,2065/6,"??????? ???? ??????
dhani??? pa?caka ???ti?",,pl,TU,22x5,21&25,Shanti,8,25,C   ,G,
7459,2065/7,"????????? ???????
sapi???kara?a pray?ga?",,pl,TU,22x5,25&31, G- Prayoga   ,8,25,C   ,G,
7460,2065/8,"???????? ?????
?kavi??ati daitra",,pl,TU,22x5,31&1&32,Gruhya- Prayoga ,8,25,C   ,G,
7461,2065/9,"????????? ??????? ?????
yajñ?pav?ta visarjana ma?tra",,pl,TU,22x5,32&,Gruhya- Prayoga ,8,25,C   ,G,
7462,2066/1,"??? ??????
mah? sa?kalpa",,pl,TU,17.5x4.5,1&14,Gruhya- Prayoga ,8,25,C   ,G,
7463,2066/10,"?????? ???????
prad??a pram??a?",,pl,TU,17.5x4.5,62&1&,Gruhya- Prayoga ,8,25,C   ,G,
7464,2066/11,"???? ??????
v?l? lak?a?a?",,pl,TU,17.5x4.5,63&,Jautisha,8,25,C   ,G,
7465,2066/12,"??? ?????
ha?sa ma?tra",,pl,TU,17.5x4.5,63&1&65&1,Mantra,8,25,C   ,G,
7466,2066/13,"???? ????? ?????
garbha d?k?a vidhi?",,pl,TU,17.5x4.5,65&1&66,Gruhya- Prayoga ,8,25,C   ,G,
7467,2066/14,"???? ????????????? ??????
pit? m?tyup?ts?ra varjya",,pl,TU,17.5x4.5,66&1&67,Gruhya- Prayoga ,8,25,C   ,G,
7468,2066/15,"?????? ???????
?ditya grahad?ya",,pl,TU,17.5x4.5,67&73,Gruhya- Prayoga ,8,25,C   ,G,
7469,2066/16,"????? ????
tarpa?a vi?aya",,pl,TU,17.5x4.5,73&91,Gruhya- Prayoga ,8,25,C   ,G,
7470,2066/17,"????  ????? 
m?dhava  stava? ",,pl,TU,17.5x4.5,91&1&102,Stotra,8,25,C   ,G,
7471,2066/18,"????? ?????
pavam?na dhy?na",,pl,TU,17.5x4.5,102&,Gruhya- Prayoga ,8,25,C   ,G,
7472,2066/2,"??????? ????????????
a?vattha prati??h?pan?",,pl,TU,17.5x4.5,14&1&21,Gruhya- Prayoga ,8,25,C   ,G,
7473,2066/3,"????????????
a?vatth?panayana",,pl,TU,17.5x4.5,21&26,Gruhya- Prayoga ,8,25,C   ,G,
7474,2066/4,"??????? ????????????
a?vattha prati??h?pan?",,pl,TU,17.5x4.5,26&29,Gruhya- Prayoga ,8,25,C   ,G,
7475,2066/5,"??????? ?????
a?vattha viv?ha",,pl,TU,17.5x4.5,29&37,Gruhya- Prayoga ,8,25,C   ,G,
7476,2066/6,"??? ????????
bharata s?vitr?",,pl,TU,17.5x4.5,38&47,Stotra,8,25,C   ,G,
7477,2066/7,"????????? ??????? ?????
yajñ?pav?ta visarjana ma?tra",,pl,TU,17.5x4.5,47&1&48,Gruhya- Prayoga ,8,25,C   ,G,
7478,2066/8,"???????? ?????
???rv?da ma?tra",,pl,TU,17.5x4.5,48&53,Gruhya- Prayoga ,8,25,C   ,G,
7479,2066/9,"??????? ????????
?anai?cara st?tra?",,pl,TU,17.5x4.5,53&62,Gruhya- Prayoga ,8,25,C   ,G,
7480,2067/1,"??????? ?????
pu?y?ha lak?a?a",,pl,TU,23x5,1&3,Gruhya- Prayoga ,9,30,C   ,G,
7481,2067/10,"?????? ??? ???????
vi??u bali pray?ga?",,pl,TU,23x5,43&1&44,Gruhya- Prayoga ,9,30,C   ,G,
7482,2067/11,"??????? ???????
j?takarma pray?ga?",,pl,TU,23x5,44&1&46,Gruhya- Prayoga ,9,30,C   ,G,
7483,2067/12,"???????
n?makara?a?",,pl,TU,23x5,46&1&48,Gruhya- Prayoga ,9,30,C   ,G,
7484,2067/13,"????????????
upani?karma?a?",,pl,TU,23x5,48&49,Gruhya- Prayoga ,9,30,C   ,G,
7485,2067/14,"??????????
annapr??ana",,pl,TU,23x5,49&,Gruhya- Prayoga ,9,30,C   ,G,
7486,2067/15,"??????? ????
caul?khya karma",,pl,TU,23x5,49&1&52,Gruhya- Prayoga ,9,30,C   ,G,
7487,2067/16,"????? ???? 
upanayana karma ",,pl,TU,23x5,52&59,Gruhya- Prayoga ,9,30,C   ,G,
7488,2067/17,"???????????
brahm?d?na?",,pl,TU,23x5,59&60,Gruhya- Prayoga ,9,30,C   ,G,
7489,2067/18,"???? ??? ???????
m?dh? janana pray?ga?",,pl,TU,23x5,60&61,Gruhya- Prayoga ,9,30,C   ,G,
7490,2067/19,"?????????? ???? ??? ????????????
brahmac?ri vrata l?pa pr?ya?citta",,pl,TU,23x5,61&1&63,Gruhya- Prayoga ,9,30,C   ,G,
7491,2067/2,"???? ????????
ga???a pr?rthana",,pl,TU,23x5,3&1&5,Gruhya- Prayoga ,9,30,C   ,G,
7492,2067/20,"?????? ???????
upakarma pray?ga?",,pl,TU,23x5,63&71,Gruhya- Prayoga ,9,30,C   ,G,
7493,2067/21,"???????? ???????
sam?vartana pray?ga?",,pl,TU,23x5,71&75,Gruhya- Prayoga ,9,30,C   ,G,
7494,2067/22,"????? ???????
viv?ha pray?ga?",,pl,TU,23x5,75&1&87,Gruhya- Prayoga ,9,30,C   ,G,
7495,2067/23,"??? ??????
g?ha prav??a",,pl,TU,23x5,87&1&89,Gruhya- Prayoga ,9,30,C   ,G,
7496,2067/24,"??????? ???????
caturth? pray?ga?",,pl,TU,23x5,89&90,Gruhya- Prayoga ,9,30,C   ,G,
7497,2067/25,"????? ????? ??? ?????
prati p??ya h?ma vidhi?",,pl,TU,23x5,90&91,Gruhya- Prayoga ,9,30,C   ,G,
7498,2067/26,"???? ????? ???????
puna? sa?dh?na pray?ga?",,pl,TU,23x5,91&95,Gruhya- Prayoga ,9,30,C   ,G,
7499,2067/27,"???????? 
?gray?na? ",,pl,TU,23x5,95&97,Gruhya- Prayoga ,9,30,C   ,G,
7500,2067/28,"?????????
ma?gal???haka",,pl,TU,23x5,97&98,Gruhya- Prayoga ,9,30,C   ,G,
7501,2067/29,"??????????????
viv?h???rv?da?",,pl,TU,23x5,98&1&100,Gruhya- Prayoga ,9,30,C   ,G,
